Price;Host Total Listings Count;Accommodates;Bathrooms;Bedrooms;Beds;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 90;Availability 365;Room_type_Private room;Room_type_Shared room;Bed_type_Airbed;Bed_type_Couch;Bed_type_Futon;Bed_type_Pull-out Sofa;Bed_type_Real Bed
95.0;22.0;4;1.0;0.0;1.0;2;20;3;1125;53;328;0;0;0;0;0;0;1
95.0;68.0;4;1.5;2.0;2.0;1;0;1;1125;24;119;0;0;0;0;0;0;1
89.0;6.0;2;1.0;0.0;1.0;1;0;1;999;17;287;0;0;0;0;0;0;1
20.0;2.0;2;1.0;1.0;2.0;1;0;1;1125;68;68;1;0;0;0;0;0;1
30.0;1.0;2;1.0;1.0;2.0;1;0;1;6;78;353;1;0;0;0;0;0;1
90.0;1.0;4;2.0;2.0;2.0;2;15;2;1125;47;185;0;0;0;0;0;0;1
12.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
25.0;3.0;2;1.5;1.0;1.0;1;5;1;1125;69;159;1;0;0;0;0;0;1
179.0;1.0;7;2.0;3.0;3.0;6;15;3;7;59;149;0;0;0;0;0;0;1
40.0;2.0;2;1.0;0.0;1.0;1;0;2;1125;27;249;0;0;0;0;0;0;1
38.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;1;0;0;0
130.0;15.0;6;2.0;2.0;4.0;1;0;2;1125;38;301;0;0;0;0;0;0;1
50.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
70.0;1.0;5;1.0;1.0;3.0;3;15;2;1125;51;326;0;0;0;0;0;0;1
80.0;4.0;4;1.0;2.0;2.0;2;15;2;30;1;1;0;0;0;0;0;0;1
50.0;1.0;2;1.0;1.0;2.0;1;0;2;7;88;266;1;0;0;0;0;0;1
145.0;28.0;4;1.0;2.0;2.0;2;0;5;300;4;4;0;0;0;0;0;0;1
29.0;1.0;2;1.0;1.0;1.0;1;7;1;1125;5;280;1;0;0;0;0;0;1
68.0;2.0;4;1.0;1.0;2.0;2;15;2;1125;61;336;0;0;0;0;0;0;1
37.0;17.0;2;2.0;1.0;1.0;1;0;7;1125;10;97;1;0;0;0;0;0;1
26.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;79;354;1;0;0;0;0;0;1
100.0;2.0;4;1.0;2.0;2.0;1;0;2;1125;0;14;0;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;1;0;2;6;0;0;0;0;0;0;0;0;1
147.0;46.0;4;1.0;3.0;4.0;1;0;3;1125;0;3;0;0;0;0;0;0;1
45.0;8.0;2;1.0;1.0;1.0;1;5;1;1125;46;321;1;0;0;0;0;0;1
29.0;1.0;1;1.0;1.0;1.0;1;0;2;1125;87;88;1;0;0;0;0;0;1
55.0;2.0;6;1.0;3.0;3.0;5;20;1;1125;49;310;0;0;0;0;0;0;1
20.0;1.0;1;1.0;1.0;1.0;1;0;1;10;75;75;0;1;0;0;0;0;1
59.0;1.0;6;2.0;2.0;3.0;1;0;5;365;19;234;0;0;0;0;0;0;1
100.0;164.0;4;1.0;1.0;2.0;2;10;2;1125;50;325;0;0;0;0;0;0;1
69.0;3.0;2;1.0;1.0;1.0;2;0;2;7;74;195;1;0;0;0;0;0;1
79.0;207.0;3;1.0;1.0;2.0;2;12;3;1125;60;290;0;0;0;0;0;0;1
70.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
50.0;5.0;8;1.0;2.0;5.0;2;5;1;65;14;191;0;0;0;0;0;0;1
25.0;1.0;4;1.0;1.0;2.0;1;10;1;1125;61;179;1;0;0;0;0;0;1
56.0;2.0;4;2.0;1.0;2.0;1;8;1;1125;49;323;0;0;0;0;0;1;0
230.0;147.0;8;4.0;4.0;5.0;1;0;7;1125;78;295;0;0;0;0;0;0;1
115.0;2.0;4;1.0;2.0;4.0;1;0;2;1125;50;325;0;0;0;0;0;0;1
69.0;5.0;4;1.0;1.0;2.0;3;0;2;1125;38;309;0;0;0;0;0;0;1
210.0;68.0;2;1.0;1.0;1.0;1;0;30;1125;0;35;0;0;0;0;0;0;1
65.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;22;294;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;0;1;10;77;352;1;0;0;0;0;0;1
39.0;6.0;2;1.0;0.0;1.0;1;0;2;365;11;56;0;0;0;0;0;0;1
260.0;68.0;4;2.0;2.0;3.0;1;0;30;1125;0;218;0;0;0;0;0;0;1
70.0;2.0;4;1.0;1.0;2.0;1;0;2;1125;5;6;0;0;0;0;0;0;1
149.0;6.0;6;2.0;2.0;5.0;4;15;4;1125;28;273;0;0;0;0;0;0;1
20.0;32.0;7;1.0;3.0;7.0;1;20;4;1125;0;0;1;0;0;0;0;0;1
115.0;1.0;3;1.0;1.0;1.0;1;0;4;1125;0;0;0;0;0;0;0;0;1
150.0;9.0;5;2.0;2.0;3.0;1;0;4;1125;60;335;0;0;0;0;0;0;1
99.0;7.0;4;1.0;1.0;2.0;1;5;1;1125;57;328;0;0;0;0;0;0;1
57.0;2.0;4;1.0;1.0;2.0;2;10;3;14;16;105;0;0;0;0;0;0;1
30.0;2.0;4;1.0;1.0;4.0;2;20;2;1125;67;342;1;0;0;0;0;0;1
107.0;3.0;4;1.0;2.0;4.0;2;20;3;1125;8;56;0;0;0;0;0;0;1
50.0;10.0;11;2.0;3.0;9.0;6;20;1;1125;66;140;0;0;0;0;0;0;1
17.0;3.0;1;1.0;1.0;1.0;1;0;2;1125;13;104;1;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;18;2;1125;73;342;1;0;0;0;0;0;1
78.0;4.0;6;1.0;2.0;3.0;1;0;1;45;33;297;0;0;0;0;0;0;1
86.0;51.0;2;1.0;1.0;1.0;2;11;4;365;44;319;0;0;0;0;0;0;1
20.0;7.0;1;1.0;1.0;1.0;1;0;3;1125;12;16;1;0;0;0;0;0;1
160.0;7.0;8;3.0;3.0;5.0;6;20;1;365;34;247;0;0;0;0;0;0;1
34.0;1.0;2;1.0;1.0;1.0;1;10;1;1125;55;330;1;0;0;0;0;0;1
90.0;10.0;4;2.0;2.0;2.0;2;10;3;30;45;136;0;0;0;0;0;0;1
115.0;1.0;6;1.0;2.0;3.0;1;0;2;1125;60;335;0;0;0;0;0;0;1
33.0;1.0;1;1.0;1.0;1.0;1;0;2;7;0;0;1;0;0;0;0;0;1
69.0;57.0;4;1.0;1.0;2.0;1;10;1;30;57;140;0;0;0;0;0;0;1
35.0;1.0;1;1.5;1.0;1.0;1;0;1;7;0;67;1;0;0;0;0;0;1
65.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;42;317;0;0;0;0;0;0;1
92.0;3.0;5;2.0;2.0;4.0;2;20;3;1125;10;69;0;0;0;0;0;0;1
59.0;1.0;3;1.0;1.0;2.0;1;0;3;1125;77;352;0;0;0;0;0;1;0
40.0;2.0;2;1.0;1.0;1.0;1;20;1;1125;89;364;1;0;0;0;0;0;1
24.0;2.0;2;1.0;1.0;1.0;1;14;1;1125;87;362;0;1;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;1;0;2;7;25;279;0;0;0;0;0;0;1
43.0;8.0;3;1.0;2.0;2.0;2;15;2;200;6;38;0;0;0;0;0;0;1
100.0;2.0;3;1.0;1.0;2.0;2;10;3;1200;26;301;0;0;0;0;0;0;1
165.0;164.0;7;2.5;3.0;4.0;4;10;2;1125;42;314;0;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;1;30;0;0;0;0;0;1;0
130.0;10.0;3;1.0;1.0;1.0;1;0;1;365;61;336;0;0;0;0;0;0;1
29.0;8.0;2;0.0;1.0;1.0;1;6;3;1125;87;178;1;0;0;0;0;0;1
110.0;46.0;8;2.0;4.0;4.0;6;0;1;1125;17;248;0;0;0;0;0;0;1
40.0;1.0;3;1.0;1.0;2.0;1;12;1;1125;57;332;0;0;0;0;0;0;1
65.0;1.0;3;1.0;2.0;2.0;1;15;2;1125;0;194;0;0;0;0;0;1;0
42.0;20.0;1;2.0;1.0;1.0;1;0;7;1125;35;61;1;0;0;0;0;0;1
125.0;1.0;5;2.0;3.0;4.0;1;0;3;1125;31;72;0;0;0;0;0;0;1
60.0;2.0;4;1.0;1.0;2.0;1;0;2;365;16;182;0;0;0;0;0;0;1
18.0;9.0;2;2.0;1.0;1.0;1;9;3;1125;0;0;1;0;0;0;0;0;1
80.0;1.0;3;1.0;1.0;2.0;2;20;2;1125;3;3;0;0;0;0;0;0;1
50.0;1.0;3;1.0;1.0;2.0;1;20;1;1125;0;250;0;0;0;0;0;0;1
120.0;1.0;2;1.0;1.0;1.0;2;15;3;1125;0;90;0;0;0;0;0;0;1
20.0;1.0;1;1.0;1.0;1.0;1;0;2;4;80;81;1;0;0;0;0;0;1
75.0;1.0;6;1.5;1.0;4.0;4;20;3;1125;54;329;0;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;8;1;1125;5;280;1;0;0;0;0;0;1
48.0;1.0;2;1.0;0.0;1.0;1;0;1;15;44;288;0;0;0;0;0;0;1
80.0;2.0;4;1.0;2.0;2.0;1;0;2;1125;69;69;0;0;0;0;0;0;1
70.0;1.0;2;1.0;1.0;1.0;2;10;3;1125;57;119;0;0;0;0;0;0;1
50.0;2.0;3;1.0;1.0;2.0;1;0;2;1125;0;153;0;0;0;0;0;0;1
225.0;17.0;8;2.0;3.0;5.0;4;10;3;1125;38;306;0;0;0;0;0;0;1
100.0;1.0;7;2.0;3.0;5.0;1;0;1;30;0;57;0;0;0;0;0;0;1
90.0;1.0;4;1.0;1.0;2.0;2;10;2;1125;27;302;0;0;0;0;0;0;1
16.0;2.0;1;1.0;1.0;1.0;1;0;1;30;60;335;1;0;0;0;0;0;1
55.0;1.0;2;1.0;1.0;1.0;2;15;1;1125;28;29;0;0;0;0;0;0;1
20.0;6.0;2;1.0;1.0;1.0;1;10;1;365;59;334;1;0;0;0;0;0;1
220.0;28.0;4;2.5;2.0;2.0;1;0;5;180;26;26;0;0;0;0;0;0;1
50.0;2.0;4;1.0;0.0;2.0;2;10;2;1125;58;333;0;0;0;0;0;0;1
16.0;2.0;3;2.0;1.0;1.0;1;10;1;1125;82;357;1;0;0;0;0;0;1
56.0;2.0;2;1.0;1.0;1.0;2;0;2;1125;8;215;0;0;0;0;0;0;1
40.0;3.0;2;2.0;1.0;1.0;1;0;4;365;5;280;1;0;0;0;0;0;1
35.0;1.0;2;1.0;1.0;2.0;1;5;2;1125;6;281;1;0;0;0;0;0;1
102.0;519.0;2;1.0;1.0;1.0;1;0;1;1125;88;145;0;0;0;0;0;0;1
17.0;1.0;1;1.0;1.0;1.0;1;0;2;15;6;281;1;0;0;0;0;0;1
50.0;3.0;2;2.0;1.0;1.0;1;0;7;1125;4;279;1;0;0;0;0;0;1
63.0;46.0;4;1.0;1.0;2.0;3;0;1;1125;30;292;0;0;0;0;0;0;1
35.0;2.0;2;2.0;1.0;1.0;1;10;2;1125;36;311;1;0;0;0;0;0;1
65.0;4.0;4;1.0;1.0;2.0;2;10;2;1125;46;321;0;0;0;0;0;0;1
140.0;13.0;4;1.0;1.0;2.0;2;10;2;1125;2;260;0;0;0;0;0;0;1
19.0;3.0;2;2.0;1.0;1.0;1;10;1;1125;72;73;1;0;0;0;0;0;1
55.0;1.0;4;1.0;1.0;1.0;2;15;2;1125;31;86;0;0;0;0;0;0;1
105.0;25.0;2;1.0;1.0;1.0;1;0;3;365;90;365;1;0;0;0;0;0;1
48.0;24.0;3;1.0;1.0;1.0;2;15;1;1125;37;66;0;0;0;0;0;0;1
124.0;74.0;6;2.0;3.0;4.0;1;0;5;1125;64;266;0;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;0;0;1;0;0;0;0;0;1
33.0;1.0;4;1.0;1.0;2.0;2;5;2;2000;33;33;0;0;0;0;0;0;1
80.0;5.0;6;1.0;2.0;4.0;1;10;2;1825;26;283;0;0;0;0;0;0;1
79.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;50;322;0;0;0;0;0;0;1
49.0;15.0;5;1.0;2.0;3.0;4;10;2;1125;85;175;0;0;0;0;0;0;1
55.0;11.0;2;1.0;0.0;1.0;2;15;3;1125;53;328;0;0;0;0;0;0;1
70.0;10.0;6;1.0;2.0;5.0;2;9;3;1125;36;311;0;0;0;0;0;0;1
93.0;207.0;4;1.0;1.0;1.0;1;0;2;1125;0;37;0;0;0;0;0;0;1
19.0;34.0;2;1.0;1.0;1.0;1;17;1;365;0;249;1;0;0;0;0;0;1
32.0;8.0;2;2.0;1.0;1.0;1;15;1;1125;74;349;1;0;0;0;0;0;1
24.0;1.0;1;1.0;1.0;1.0;1;20;2;1125;72;347;1;0;0;0;0;0;1
100.0;13.0;6;1.0;2.0;4.0;1;0;3;1125;19;223;0;0;0;0;0;0;1
45.0;2.0;3;1.0;0.0;2.0;2;14;3;1125;23;26;0;0;0;0;0;0;1
28.0;1.0;1;2.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
120.0;1.0;4;2.0;2.0;2.0;1;0;3;1125;18;79;0;0;0;0;0;0;1
52.0;27.0;4;2.0;1.0;2.0;2;10;3;1125;0;68;0;0;0;0;0;0;1
85.0;2.0;3;1.0;1.0;1.0;1;0;1;1125;84;359;0;0;0;0;0;0;1
28.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;51;72;1;0;0;0;0;0;1
25.0;3.0;2;2.0;1.0;1.0;1;0;2;30;76;351;1;0;0;0;0;0;1
60.0;1.0;2;1.0;1.0;1.0;1;0;2;7;80;355;1;0;0;0;0;0;1
38.0;46.0;4;1.0;1.0;2.0;2;5;3;1125;0;249;0;0;0;0;0;0;1
115.0;28.0;2;1.5;1.0;1.0;2;0;7;180;41;41;0;0;0;0;0;0;1
35.0;1.0;2;1.0;0.0;2.0;1;5;2;7;0;0;0;0;0;0;0;0;1
50.0;1.0;2;1.0;1.0;1.0;1;0;3;10;18;19;0;0;0;0;0;0;1
37.0;9.0;2;2.0;1.0;2.0;1;0;1;10;42;309;1;0;0;0;0;0;1
28.0;1.0;2;1.0;1.0;1.0;2;6;2;1125;77;198;1;0;0;0;0;0;1
24.0;3.0;2;0.0;1.0;2.0;1;10;2;90;45;167;1;0;0;0;0;0;1
70.0;1.0;3;1.0;1.0;1.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
17.0;1.0;1;1.0;1.0;1.0;1;0;15;380;90;365;1;0;0;0;0;0;1
25.0;1.0;1;1.0;1.0;1.0;1;0;2;1125;90;365;1;0;0;0;0;0;1
75.0;14.0;4;1.0;0.0;2.0;1;0;2;1125;64;64;0;0;0;0;0;0;1
47.0;5.0;4;1.0;1.0;1.0;2;15;2;1125;43;43;0;0;0;0;0;0;1
29.0;1.0;2;1.0;1.0;2.0;1;10;1;1125;76;351;1;0;0;0;0;0;1
49.0;1.0;3;1.0;1.0;1.0;1;0;1;1125;89;364;0;1;0;0;0;0;1
240.0;13.0;8;2.0;3.0;4.0;4;20;3;60;74;349;0;0;0;0;0;0;1
70.0;5.0;4;1.0;1.0;3.0;2;5;4;1125;26;286;0;0;0;0;0;0;1
175.0;1.0;4;1.0;2.0;3.0;1;0;2;1125;28;81;0;0;0;0;0;0;1
80.0;2.0;6;1.0;2.0;4.0;2;10;3;1125;43;318;0;0;0;0;0;0;1
70.0;2.0;4;1.0;1.0;2.0;2;15;2;1125;33;119;0;0;0;0;0;0;1
20.0;1.0;2;1.0;1.0;2.0;1;20;2;300;48;323;1;0;0;0;0;0;1
65.0;7.0;4;1.0;1.0;2.0;2;10;1;1125;66;211;0;0;0;0;0;0;1
75.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;43;43;0;0;0;0;0;0;1
35.0;1.0;2;1.0;0.0;2.0;2;0;3;10;12;28;0;0;0;0;0;0;1
70.0;1.0;1;1.0;1.0;1.0;1;0;2;1125;90;365;1;0;0;0;0;0;1
12.0;1.0;1;1.0;1.0;1.0;1;0;3;21;38;38;1;0;0;0;0;0;1
18.0;1.0;1;1.0;1.0;1.0;1;0;1;1125;67;157;1;0;0;0;0;0;1
71.0;4.0;4;1.0;1.0;2.0;2;15;1;1125;17;288;0;0;0;0;0;0;1
120.0;1.0;7;3.0;4.0;5.0;1;0;5;7;0;0;0;0;0;0;0;0;1
50.0;1.0;3;2.0;2.0;2.0;1;0;1;1125;75;75;1;0;0;0;0;0;1
16.0;5.0;1;1.0;1.0;1.0;1;0;1;1125;1;98;1;0;0;0;0;0;1
30.0;1.0;2;1.5;1.0;1.0;1;0;1;2;68;68;1;0;0;0;0;1;0
130.0;1.0;5;2.0;3.0;3.0;1;0;2;1125;44;101;0;0;0;0;0;0;1
120.0;15.0;6;2.0;2.0;4.0;4;10;2;1125;52;327;0;0;0;0;0;0;1
70.0;1.0;4;1.0;1.0;1.0;2;15;4;1125;82;140;0;0;0;0;0;0;1
75.0;2.0;2;2.0;1.0;1.0;1;0;2;1125;0;0;1;0;0;0;0;0;1
15.0;13.0;1;1.0;1.0;1.0;1;0;1;1125;82;357;1;0;0;0;0;0;1
100.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;7;254;0;0;0;0;0;0;1
40.0;4.0;2;1.0;1.0;1.0;1;0;3;1125;32;307;1;0;0;0;0;0;1
40.0;1.0;4;1.0;1.0;2.0;2;8;3;28;0;0;0;0;0;0;0;0;1
65.0;16.0;2;1.0;1.0;2.0;2;15;2;1125;67;342;0;0;0;0;0;0;1
21.0;2.0;2;1.0;1.0;1.0;1;0;1;1125;4;279;1;0;0;0;0;0;1
106.0;207.0;4;1.0;2.0;3.0;1;0;2;1125;2;2;0;0;0;0;0;0;1
22.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;0;91;1;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;2;10;3;365;12;102;0;0;0;0;0;0;1
37.0;2.0;4;1.0;1.0;3.0;1;5;2;1125;11;250;0;0;0;0;0;0;1
65.0;2.0;3;1.0;0.0;2.0;2;15;2;60;29;302;0;0;0;0;0;0;1
55.0;4.0;4;1.0;2.0;3.0;2;20;2;1125;31;306;0;0;0;0;0;0;1
15.0;1.0;1;1.0;1.0;1.0;1;0;1;30;31;32;1;0;0;0;0;0;1
83.0;1.0;6;1.0;2.0;2.0;4;10;4;1125;54;329;0;0;0;0;0;0;1
68.0;3.0;6;1.0;2.0;2.0;2;10;2;1125;75;76;0;0;0;0;0;0;1
135.0;18.0;5;2.0;3.0;3.0;4;10;2;1125;27;106;0;0;0;0;0;0;1
90.0;1.0;2;1.0;1.0;1.0;1;0;4;365;68;343;0;0;0;0;0;0;1
43.0;46.0;2;1.0;1.0;1.0;1;0;1;1111;15;273;0;0;0;0;0;0;1
60.0;4.0;4;1.0;2.0;2.0;2;20;2;1125;0;108;0;0;0;0;0;0;1
165.0;1.0;2;1.0;1.0;1.0;1;0;3;1125;1;184;0;0;0;0;0;0;1
85.0;12.0;5;1.0;1.0;3.0;2;15;1;1125;16;77;0;0;0;0;0;0;1
29.0;6.0;2;2.0;1.0;2.0;1;0;3;1125;70;345;1;0;0;0;0;0;1
68.0;2.0;2;1.5;1.0;1.0;1;0;2;1125;45;135;0;0;0;0;0;0;1
80.0;1.0;2;1.0;1.0;1.0;1;0;1;1125;75;165;0;0;0;0;0;0;1
88.0;4.0;5;1.0;2.0;3.0;1;0;2;90;39;301;0;0;0;0;0;0;1
25.0;1.0;1;1.0;1.0;1.0;1;15;1;1125;0;123;1;0;0;0;0;0;1
39.0;2.0;1;1.0;1.0;1.0;1;0;1;1125;69;344;1;0;0;0;0;0;1
57.0;1.0;3;1.0;2.0;2.0;1;0;3;1125;37;254;0;0;0;0;0;0;1
105.0;3.0;2;2.0;2.0;2.0;1;0;1;3;72;162;1;0;0;0;0;0;1
25.0;3.0;1;1.0;1.0;1.0;1;0;14;1125;36;311;1;0;0;0;0;0;1
117.0;1.0;6;2.0;3.0;6.0;3;15;2;1125;35;303;0;0;0;0;0;0;1
29.0;2.0;2;2.0;1.0;2.0;1;10;1;1125;85;360;1;0;0;0;0;0;1
12.0;11.0;1;1.0;1.0;1.0;1;4;4;365;90;365;1;0;0;0;0;0;1
65.0;5.0;4;1.0;1.0;4.0;1;0;1;1125;77;345;1;0;0;0;0;0;1
99.0;2.0;5;1.0;2.0;4.0;3;10;3;1125;59;334;0;0;0;0;0;0;1
28.0;2.0;2;1.0;1.0;1.0;1;5;1;1125;53;142;1;0;0;0;0;0;1
27.0;1.0;1;1.0;1.0;1.0;1;0;2;30;88;363;1;0;0;0;0;0;1
90.0;1.0;4;1.0;1.0;2.0;1;15;2;15;0;0;0;0;0;0;0;0;1
150.0;1.0;6;2.0;4.0;4.0;1;0;2;1125;21;204;0;0;0;0;0;0;1
18.0;1.0;2;1.0;1.0;1.0;1;5;2;30;53;328;1;0;0;0;0;0;1
163.0;2.0;4;1.0;2.0;3.0;2;10;5;1125;73;348;0;0;0;0;0;0;1
45.0;1.0;3;1.0;1.0;2.0;1;0;1;1125;0;43;0;0;0;0;0;0;1
79.0;2.0;5;1.0;2.0;4.0;2;10;2;1125;66;251;0;0;0;0;0;0;1
55.0;11.0;5;1.0;2.0;4.0;4;10;3;1125;90;90;0;0;0;0;0;0;1
80.0;1.0;4;1.0;2.0;2.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
45.0;4.0;3;1.0;1.0;2.0;2;8;3;360;17;271;0;0;0;0;0;0;1
49.0;9.0;2;1.0;1.0;1.0;1;0;3;1125;26;113;0;0;0;0;0;0;1
30.0;1.0;1;1.0;1.0;1.0;1;0;2;14;77;168;1;0;0;0;0;0;1
80.0;2.0;1;1.0;1.0;1.0;1;0;2;7;87;87;1;0;0;0;0;0;1
25.0;1.0;1;1.0;1.0;1.0;1;10;2;1125;63;338;1;0;0;0;0;0;1
82.0;74.0;7;2.0;3.0;4.0;6;15;4;1125;35;234;0;0;0;0;0;0;1
103.0;24.0;4;1.0;1.0;2.0;1;0;2;29;63;338;0;0;0;0;0;0;1
75.0;4.0;4;1.0;1.0;1.0;2;15;2;30;51;52;0;0;0;0;0;0;1
42.0;15.0;2;1.0;0.0;1.0;1;0;1;20;27;293;0;0;0;0;0;0;1
85.0;3.0;4;1.0;1.0;3.0;2;15;3;1000;17;221;0;0;0;0;0;0;1
25.0;3.0;1;1.0;1.0;1.0;1;0;1;1125;86;361;1;0;0;0;0;0;1
81.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;77;168;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;0;3;7;28;28;0;0;0;0;0;0;1
58.0;4.0;3;1.0;1.0;2.0;2;20;3;1125;36;210;0;0;0;0;0;0;1
55.0;3.0;4;1.0;1.0;2.0;2;18;3;1125;34;286;0;0;0;0;0;0;1
34.0;1.0;5;1.0;2.0;3.0;2;8;2;29;14;29;0;0;0;0;0;0;1
75.0;1.0;2;1.0;1.0;2.0;1;0;4;1125;39;39;0;0;0;0;0;0;1
17.0;1.0;2;1.0;1.0;2.0;1;5;1;1125;25;26;1;0;0;0;0;0;1
80.0;2.0;3;1.0;1.0;3.0;1;8;2;1125;76;349;0;0;0;0;0;0;1
65.0;1.0;2;1.0;1.0;1.0;1;0;5;365;6;281;0;0;0;0;0;0;1
27.0;1.0;1;1.0;1.0;1.0;1;20;2;1125;59;334;1;0;0;0;0;0;1
70.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;20;295;0;0;0;0;0;0;1
35.0;7.0;2;1.0;1.0;2.0;1;0;1;14;6;215;1;0;0;0;0;0;1
70.0;2.0;3;1.0;1.0;1.0;1;7;3;365;53;328;0;0;0;0;0;0;1
78.0;36.0;7;2.0;2.0;3.0;1;0;2;1125;36;195;0;0;0;0;0;0;1
55.0;2.0;2;1.0;1.0;1.0;1;0;3;90;8;280;0;0;0;0;0;0;1
60.0;2.0;5;1.0;3.0;3.0;1;0;1;1125;0;0;0;0;0;0;0;0;1
100.0;11.0;4;1.0;2.0;1.0;2;10;3;365;24;299;0;0;0;0;0;0;1
40.0;2.0;2;1.0;1.0;1.0;1;0;3;1125;72;347;0;0;0;0;0;0;1
99.0;1.0;4;1.0;2.0;3.0;1;0;3;1125;48;62;0;0;0;0;0;0;1
20.0;9.0;6;2.0;1.0;7.0;1;15;2;730;72;347;1;0;0;0;0;0;1
47.0;6.0;1;1.0;1.0;1.0;1;19;2;6;88;363;1;0;0;0;0;0;1
130.0;1.0;4;1.5;1.0;2.0;2;20;2;1125;82;173;0;0;0;0;0;0;1
100.0;51.0;4;1.0;2.0;2.0;2;11;4;365;57;332;0;0;0;0;0;0;1
130.0;1.0;4;1.0;1.0;2.0;1;0;2;1125;1;56;0;0;0;0;0;0;1
160.0;1.0;4;1.0;1.0;2.0;1;0;2;1125;0;66;0;0;0;0;0;0;1
115.0;3.0;6;1.5;2.0;3.0;1;0;2;180;60;335;0;0;0;0;0;0;1
49.0;1.0;4;1.0;2.0;2.0;2;10;3;30;28;99;0;0;0;0;0;0;1
45.0;10.0;4;1.0;1.0;1.0;2;10;2;1125;78;353;0;0;0;0;0;0;1
150.0;1.0;6;1.0;2.0;4.0;1;0;5;1125;15;246;0;0;0;0;0;0;1
90.0;3.0;5;1.0;2.0;3.0;1;0;3;365;32;298;0;0;0;0;0;0;1
70.0;2.0;4;1.0;1.0;1.0;2;15;4;1125;72;342;0;0;0;0;0;0;1
62.0;21.0;6;1.0;3.0;6.0;2;9;1;1125;30;292;0;0;0;0;0;0;1
70.0;3.0;4;1.0;1.0;2.0;2;15;3;1125;20;259;0;0;0;0;0;0;1
28.0;1.0;2;1.0;1.0;1.0;2;0;1;1125;51;52;1;0;0;0;0;0;1
45.0;1.0;4;1.0;2.0;2.0;1;10;1;1125;47;322;0;0;0;0;0;0;1
29.0;6.0;2;1.0;1.0;1.0;1;5;2;1125;72;347;1;0;0;0;0;0;1
55.0;11.0;4;1.0;1.0;2.0;2;16;2;90;63;338;0;0;0;0;0;0;1
49.0;1.0;4;1.0;2.0;3.0;2;10;1;1125;44;228;0;0;0;0;0;0;1
70.0;1.0;2;1.0;0.0;1.0;2;15;2;25;0;0;0;0;0;0;0;0;1
29.0;2.0;1;1.0;1.0;1.0;1;0;1;1125;90;365;1;0;0;0;0;0;1
99.0;2.0;4;1.0;1.0;2.0;1;0;1;1125;7;180;0;0;0;0;0;0;1
25.0;2.0;2;1.0;1.0;1.0;1;0;7;30;44;120;1;0;0;0;0;0;1
17.0;1.0;1;1.0;1.0;1.0;1;0;2;31;0;0;1;0;0;0;0;0;1
75.0;2.0;2;2.0;1.0;1.0;1;0;1;1125;0;0;1;0;0;0;0;0;1
11.0;30.0;10;1.0;1.0;10.0;1;15;1;1125;90;365;0;1;0;0;0;0;1
55.0;8.0;3;1.0;1.0;2.0;2;5;1;1125;23;271;0;0;0;0;0;0;1
51.0;1.0;2;1.0;1.0;1.0;1;0;5;1125;26;26;0;0;0;0;0;0;1
85.0;1.0;2;1.0;1.0;1.0;1;0;2;30;67;154;0;0;0;0;0;0;1
25.0;1.0;2;1.0;1.0;1.0;1;0;2;1125;0;0;1;0;0;0;0;0;1
70.0;1.0;5;1.0;1.0;4.0;2;10;2;1125;6;258;0;0;0;0;0;0;1
129.0;18.0;5;1.0;2.0;2.0;3;20;2;60;10;230;0;0;0;0;0;0;1
40.0;1.0;2;1.0;1.0;1.0;1;0;2;10;52;170;0;0;0;0;0;0;1
60.0;1.0;4;1.0;1.0;2.0;2;10;2;30;34;309;0;0;0;0;0;0;1
85.0;40.0;4;1.0;1.0;2.0;2;20;2;1125;0;0;0;0;0;0;0;0;1
